JFK	64th Academy Awards	0.2500	4	NULL	20	NULL	NULL
JFK	Executive Order 11110	0.2500	4	NULL	NULL	23	17
JFK	Yad Kennedy	0.2500	4	NULL	15	NULL	NULL
JFK	Sutphin Boulevard – Archer Avenue – JFK Airport (Archer Avenue Lines)	0.2500	4	NULL	2	NULL	NULL
JFK	Talk:John F. Kennedy International Airport	0.2500	4	NULL	NULL	NULL	21
JFK	Northampton Public Schools, Massachusetts	0.0000	4	NULL	22	NULL	NULL
JFK	Howard Beach – JFK Airport (IND Rockaway Line)	0.0000	4	NULL	4	NULL	NULL
JFK	Lower Manhattan – Jamaica / JFK Transportation Project	0.0000	4	NULL	8	NULL	NULL
the great beer flood	London Beer Flood	3.0000	3	0	0	0	0
the great beer flood	Horse Shoe Brewery	3.0000	3	1	NULL	NULL	NULL
the great beer flood	Meux's Brewery	3.0000	3	NULL	NULL	10	20
the great beer flood	Category:1814 disasters	2.0000	3	4	NULL	NULL	NULL
the great beer flood	Category:19th-century industrial disasters	1.6667	3	23	NULL	NULL	NULL
the great beer flood	1814 in the United Kingdom	1.3333	3	14	NULL	NULL	NULL
the great beer flood	Category:Disasters in London	1.3333	3	5	NULL	6	NULL
the great beer flood	Talk:London Beer Flood	1.3333	3	NULL	NULL	3	2
the great beer flood	October 17	1.3333	3	6	NULL	NULL	NULL
the great beer flood	1814	1.3333	3	16	NULL	NULL	NULL
the great beer flood	Portal:London/DYK/7	0.6667	3	12	NULL	NULL	NULL
the great beer flood	List of disasters in Great Britain and Ireland by death toll	0.3333	3	15	NULL	NULL	NULL
the great beer flood	Great Baddow	0.3333	3	NULL	NULL	11	NULL
the great beer flood	Boston Molasses Disaster	0.3333	3	NULL	NULL	1	1
the great beer flood	Portal:London/Did you know/05 2009	0.3333	3	8	NULL	NULL	NULL
the great beer flood	Weston, Missouri	0.3333	3	21	NULL	NULL	NULL
the great beer flood	Oktoberfest	0.3333	3	NULL	12	NULL	NULL
the great beer flood	Great Molasses Flood	0.3333	3	2	1	NULL	NULL
the great beer flood	Great Leap Forward	0.0000	3	NULL	NULL	NULL	16
the great beer flood	Atra-Hasis	0.0000	3	NULL	19	NULL	19
the great beer flood	Bear River (Utah)	0.0000	3	NULL	NULL	18	NULL
the great beer flood	Chester Mystery Plays	0.0000	3	NULL	NULL	NULL	22
the great beer flood	Great Yarmouth	0.0000	3	NULL	23	21	NULL
the great beer flood	Winter flooding of 2013–14 on the Somerset Levels	0.0000	3	18	NULL	NULL	24
the great beer flood	2007 United Kingdom floods	0.0000	3	19	10	NULL	NULL
the great beer flood	Great Lent	0.0000	3	NULL	NULL	19	NULL
the great beer flood	Genesee River	0.0000	3	NULL	NULL	22	NULL
the great beer flood	Corey Taylor	0.0000	3	NULL	15	NULL	NULL
the great beer flood	Talk:List of flood myths	0.0000	3	NULL	NULL	14	6
the great beer flood	The Simpsons (season 14)	0.0000	3	NULL	17	NULL	NULL
the great beer flood	Calvin Coolidge	0.0000	3	NULL	7	NULL	NULL
the great beer flood	Mackinac Island	0.0000	3	NULL	24	NULL	NULL
the great beer flood	SS Edmund Fitzgerald	0.0000	3	NULL	22	NULL	NULL
the great beer flood	Three Floyds Brewing	0.0000	3	17	NULL	NULL	NULL
the great beer flood	Cannery Row (novel)	0.0000	3	NULL	NULL	24	21
the great beer flood	Johnstown Flood	0.0000	3	NULL	NULL	4	8
the great beer flood	Ji Qi	0.0000	3	NULL	NULL	20	13
the great beer flood	The Great Thunderstorm	0.0000	3	11	NULL	NULL	NULL
the great beer flood	Heady Topper	0.0000	3	9	NULL	NULL	NULL
the great beer flood	Somerset Levels	0.0000	3	NULL	8	NULL	NULL
the great beer flood	2007 United Kingdom Floods	0.0000	3	NULL	NULL	13	7
the great beer flood	Enki	0.0000	3	NULL	NULL	NULL	14
the great beer flood	One Fierce Beer Coaster	0.0000	3	NULL	4	NULL	NULL
the great beer flood	Noah's wine	0.0000	3	NULL	13	15	10
the great beer flood	Bath, Somerset	0.0000	3	NULL	16	NULL	NULL
the great beer flood	Osiris	0.0000	3	24	NULL	NULL	NULL
the great beer flood	Floods in Australia	0.0000	3	NULL	NULL	16	18
the great beer flood	2011 Missouri River Floods	0.0000	3	NULL	NULL	7	12
the great beer flood	Isle of Portland	0.0000	3	NULL	18	NULL	NULL
the great beer flood	Mark Hanna	0.0000	3	NULL	20	NULL	NULL
the great beer flood	1928 Thames flood	0.0000	3	NULL	NULL	23	15
the great beer flood	Great Sacandaga Lake	0.0000	3	NULL	NULL	12	NULL
the great beer flood	Islamic view of Noah	0.0000	3	NULL	NULL	9	9
the great beer flood	Boulder Dam	0.0000	3	NULL	NULL	NULL	23
the great beer flood	Ancient Egypt	0.0000	3	NULL	9	NULL	NULL
the great beer flood	Epic of Gilgamesh	0.0000	3	13	21	NULL	11
the great beer flood	Great Lakes Storm of 1913	0.0000	3	NULL	NULL	17	NULL
the great beer flood	Great Flood of 1993	0.0000	3	NULL	NULL	2	5
the great beer flood	Beersheba	0.0000	3	NULL	6	NULL	NULL
the great beer flood	Adolphus Busch	0.0000	3	22	NULL	NULL	NULL
the great beer flood	Gilgamesh flood myth	0.0000	3	10	2	5	3
the great beer flood	River Parrett	0.0000	3	NULL	5	NULL	NULL
the great beer flood	Klismaphilia	0.0000	3	NULL	14	NULL	NULL
the great beer flood	Upslope Brewing Company	0.0000	3	20	NULL	NULL	NULL
the great beer flood	Great Sheffield Flood	0.0000	3	3	3	8	4
the great beer flood	The Treacle People	0.0000	3	7	NULL	NULL	NULL
the great beer flood	Long Island	0.0000	3	NULL	11	NULL	NULL
the great beer flood	Simpsons season 14	0.0000	3	NULL	NULL	NULL	17
naval flags	Naval flag	3.0000	4	NULL	NULL	0	0
naval flags	Commons:Maritime flags	3.0000	4	5	NULL	NULL	NULL
naval flags	Category:Naval flags	2.7500	4	9	NULL	NULL	NULL
naval flags	Maritime flag signalling	2.7500	4	13	NULL	NULL	NULL
naval flags	Naval ensign	2.7500	4	NULL	NULL	19	NULL
naval flags	Maritime flag	2.7500	4	1	NULL	NULL	NULL
naval flags	Ensign	2.5000	4	7	NULL	NULL	7
naval flags	Naval flag signalling	2.5000	4	4	12	5	3
naval flags	International maritime signal flags	2.5000	4	0	NULL	2	2
naval flags	List of Russian navy flags	2.2500	4	8	0	14	6
naval flags	Battle ensign	2.2500	4	NULL	NULL	9	11
naval flags	Canadian Naval Ensign	2.0000	4	19	19	NULL	NULL
naval flags	Indian Naval Ensign	2.0000	4	14	NULL	NULL	NULL
naval flags	List of Polish naval and maritime flags	2.0000	4	11	7	6	15
naval flags	Russian Navy Ensign	2.0000	4	16	18	NULL	NULL
naval flags	Red Ensign	2.0000	4	NULL	NULL	20	12
naval flags	Japan Naval Ensign	2.0000	4	NULL	NULL	NULL	19
naval flags	List of USSR navy flags	2.0000	4	6	1	8	5
naval flags	French ensigns	1.7500	4	12	NULL	7	13
naval flags	White Ensign	1.7500	4	NULL	15	4	8
naval flags	Australian White Ensign	1.7500	4	NULL	13	17	NULL
naval flags	Green Ensign	1.7500	4	NULL	23	NULL	NULL
naval flags	International Code of Signals	1.7500	4	2	NULL	NULL	NULL
naval flags	Bravo Zulu	1.7500	4	17	NULL	16	NULL
naval flags	First Navy Jack	1.7500	4	NULL	17	10	21
naval flags	Reichskriegsflagge	1.5000	4	NULL	11	NULL	NULL
naval flags	Ensign of the United States	1.5000	4	24	NULL	18	NULL
naval flags	Naval Jack of the Philippines	1.5000	4	NULL	8	NULL	NULL
naval flags	Flag of the United States Navy	1.5000	4	10	2	1	1
naval flags	Broad pennant	1.5000	4	NULL	3	NULL	NULL
naval flags	List of flags of the Royal Thai Armed Forces	1.5000	4	NULL	21	NULL	NULL
naval flags	British ensign	1.5000	4	23	NULL	3	4
naval flags	Rising Sun Flag	1.5000	4	21	6	11	NULL
naval flags	Union mark of Norway and Sweden	1.2500	4	NULL	20	NULL	NULL
naval flags	War flag	1.2500	4	NULL	NULL	24	NULL
naval flags	Flags of the United States Armed Forces	1.2500	4	NULL	NULL	NULL	18
naval flags	Jack of the United States	1.2500	4	NULL	NULL	NULL	17
naval flags	Flag signals	1.2500	4	3	NULL	22	NULL
naval flags	Union Flag	1.2500	4	NULL	NULL	NULL	23
naval flags	Pennant (commissioning)	1.0000	4	NULL	16	NULL	NULL
naval flags	Flag	1.0000	4	NULL	NULL	12	NULL
naval flags	Queen's Personal Australian Flag	1.0000	4	NULL	22	NULL	NULL
naval flags	Flag semaphore	1.0000	4	15	NULL	13	NULL
naval flags	Confederate States Navy	1.0000	4	NULL	14	23	14
naval flags	List of Australian flags	1.0000	4	NULL	NULL	NULL	10
naval flags	Pennant (church)	0.7500	4	NULL	5	NULL	NULL
naval flags	List of flags of Norway	0.7500	4	20	NULL	NULL	22
naval flags	Flag of Russia	0.7500	4	NULL	NULL	NULL	9
naval flags	List of Ukrainian flags	0.7500	4	NULL	24	NULL	NULL
naval flags	State Border Service (Azerbaijan)	0.7500	4	NULL	10	NULL	NULL
naval flags	List of Kazakh flags	0.7500	4	NULL	4	NULL	NULL
naval flags	List of aspect ratios of national flags	0.7500	4	NULL	NULL	NULL	24
naval flags	List of Colombian flags	0.7500	4	22	NULL	NULL	NULL
naval flags	Ottoman flag	0.7500	4	NULL	NULL	15	NULL
naval flags	List of Dutch flags	0.7500	4	18	9	21	16
naval flags	Flags of the Confederate States of America	0.5000	4	NULL	NULL	NULL	20
saab episodes	Category:Space: Above and Beyond	3.0000	1	6	NULL	NULL	NULL
saab episodes	Silicate (Space: Above and Beyond)	3.0000	1	10	NULL	NULL	NULL
saab episodes	Space: Above and Beyond	3.0000	1	1	NULL	1	20
saab episodes	List of Space: Above and Beyond episodes	3.0000	1	0	NULL	NULL	NULL
saab episodes	Lanei Chapman	2.0000	1	19	NULL	NULL	NULL
saab episodes	Kristen Cloke	2.0000	1	16	NULL	NULL	NULL
saab episodes	The Dealership	0.0000	1	5	2	0	0
saab episodes	MasterChef (U.S. season 6)	0.0000	1	12	NULL	NULL	NULL
saab episodes	Talk:Wheeler Dealers	0.0000	1	NULL	NULL	19	NULL
saab episodes	Saab Automobile	0.0000	1	NULL	NULL	NULL	3
saab episodes	Type Four platform	0.0000	1	NULL	5	NULL	NULL
saab episodes	List of Top Gear episodes	0.0000	1	2	7	11	1
saab episodes	Meri Saasu Maa	0.0000	1	NULL	18	NULL	NULL
saab episodes	Wallander (UK TV series)	0.0000	1	NULL	NULL	21	NULL
saab episodes	List of Mayday episodes	0.0000	1	NULL	NULL	4	2
saab episodes	Pilot (Royal Pains)	0.0000	1	NULL	NULL	NULL	23
saab episodes	Top Gear (series 4)	0.0000	1	NULL	NULL	15	NULL
saab episodes	The Red and the Black (The X-Files)	0.0000	1	NULL	20	NULL	NULL
saab episodes	The Apprentice (U.S. season 5)	0.0000	1	9	10	NULL	NULL
saab episodes	Geet (tv series)	0.0000	1	NULL	NULL	6	8
saab episodes	Sabo (One Piece)	0.0000	1	NULL	NULL	14	NULL
saab episodes	Tarek Saab (businessman)	0.0000	1	NULL	NULL	3	6
saab episodes	The Bottle Deposit	0.0000	1	18	NULL	NULL	NULL
saab episodes	Hepatic encephalopathy	0.0000	1	NULL	13	NULL	NULL
saab episodes	The Junk Mail	0.0000	1	NULL	6	NULL	NULL
saab episodes	Dan Attias	0.0000	1	22	3	NULL	NULL
saab episodes	Top Gear (series 1)	0.0000	1	23	NULL	NULL	NULL
saab episodes	SAB TV	0.0000	1	NULL	NULL	5	NULL
saab episodes	AT4	0.0000	1	NULL	14	NULL	NULL
saab episodes	Top Gear (series 9)	0.0000	1	15	NULL	NULL	16
saab episodes	List of The Apprentice (U.S.) candidates	0.0000	1	NULL	21	NULL	NULL
saab episodes	Comedians in Cars Getting Coffee	0.0000	1	24	NULL	NULL	NULL
saab episodes	The Pothole	0.0000	1	NULL	NULL	NULL	12
saab episodes	Adarna (TV series)	0.0000	1	NULL	8	NULL	NULL
saab episodes	Forever (Philippine TV series)	0.0000	1	NULL	16	NULL	NULL
saab episodes	The Tunnel (TV series)	0.0000	1	NULL	NULL	NULL	22
saab episodes	Hindi Ka Na Mag-iisa	0.0000	1	NULL	22	NULL	NULL
saab episodes	Bangla Bangers	0.0000	1	13	9	23	NULL
saab episodes	Saab 9000	0.0000	1	NULL	0	NULL	9
saab episodes	List of Top Gear (U.S.) episodes	0.0000	1	14	NULL	24	NULL
saab episodes	Koreana (TV series)	0.0000	1	NULL	1	NULL	NULL
saab episodes	NCIS (TV series)	0.0000	1	NULL	NULL	17	NULL
saab episodes	Momo (Bulbulay character)	0.0000	1	NULL	NULL	2	5
saab episodes	Subaru	0.0000	1	NULL	15	NULL	NULL
saab episodes	Kituu Sabb Jaantii Hai	0.0000	1	NULL	NULL	NULL	18
saab episodes	List of Wheeler Dealers episodes	0.0000	1	8	NULL	8	4
saab episodes	The River of Stars	0.0000	1	21	NULL	NULL	NULL
saab episodes	Kamandag	0.0000	1	NULL	19	NULL	NULL
saab episodes	David Nutter	0.0000	1	20	NULL	NULL	NULL
saab episodes	Sajjad Ali	0.0000	1	NULL	4	NULL	NULL
saab episodes	For the Love of Cars	0.0000	1	3	NULL	10	21
saab episodes	Kituu Sab Janti Hai	0.0000	1	NULL	NULL	9	NULL
saab episodes	SWAT Kats: The Radical Squadron	0.0000	1	NULL	24	NULL	NULL
saab episodes	Top Gear (series 18)	0.0000	1	4	11	16	11
saab episodes	Sarkar Sahab	0.0000	1	NULL	NULL	NULL	17
saab episodes	Chigs	0.0000	1	7	NULL	NULL	NULL
saab episodes	The Smelly Car	0.0000	1	17	NULL	NULL	NULL
saab episodes	Peter McKenzie (actor)	0.0000	1	NULL	23	NULL	NULL
saab episodes	Top Gear (series 3)	0.0000	1	11	17	NULL	13
saab episodes	Love Story (SAB TV series)	0.0000	1	NULL	NULL	NULL	19
saab episodes	New Tricks (TV series)	0.0000	1	NULL	NULL	20	NULL
saab episodes	F.I.R. (TV series)	0.0000	1	NULL	NULL	22	NULL
saab episodes	Chop Shop: London Garage	0.0000	1	NULL	NULL	NULL	15
saab episodes	List of Top Gear test track Power Lap Times	0.0000	1	NULL	12	NULL	NULL
saab episodes	Elie Wiesel	0.0000	1	NULL	NULL	18	NULL
saab episodes	The Bottle Deposit (Seinfeld)	0.0000	1	NULL	NULL	13	14
saab episodes	Wheeler Dealers	0.0000	1	NULL	NULL	12	10
saab episodes	Quddusi Sahab Ki Bewah	0.0000	1	NULL	NULL	7	7
saab episodes	List of programs broadcast by SAB TV	0.0000	1	NULL	NULL	NULL	24
corona rhythm of the night	The Rhythm of the Night (album)	3.0000	4	5	3	5	3
corona rhythm of the night	The Rhythm of the Night	2.7500	4	0	0	NULL	NULL
corona rhythm of the night	Corona (band)	2.5000	4	2	17	0	1
corona rhythm of the night	The Rhythm Of The Night	2.5000	4	NULL	NULL	1	0
corona rhythm of the night	Olga Souza	2.2500	4	17	NULL	11	10
corona rhythm of the night	File:Corona - Rhythm of the Night single.png	2.2500	4	6	NULL	NULL	NULL
corona rhythm of the night	File:Corona The Rhythm of the Night album cover.jpg	2.2500	4	10	NULL	NULL	NULL
corona rhythm of the night	Rhythm of the Night	1.7500	4	1	1	3	4
corona rhythm of the night	File:The Rhythm of the Night (Remixes) - EP.jpg	1.7500	4	19	NULL	NULL	NULL
corona rhythm of the night	Category:Corona (band) songs	1.7500	4	NULL	NULL	17	NULL
corona rhythm of the night	Rhythm of the Night (song)	1.5000	4	3	19	2	2
corona rhythm of the night	The Best Dance Album in the World... Ever!	1.5000	4	24	8	NULL	NULL
corona rhythm of the night	Template:Corona	1.5000	4	NULL	NULL	13	NULL
corona rhythm of the night	List of Eurodance songs	1.5000	4	NULL	15	NULL	NULL
corona rhythm of the night	File talk:Corona - Rhythm of the Night single.png	1.5000	4	11	NULL	NULL	NULL
corona rhythm of the night	Jenny B	1.5000	4	7	2	18	15
corona rhythm of the night	The Best Disco... Ever!	1.2500	4	NULL	5	NULL	NULL
corona rhythm of the night	Rhythm of the Night (album)	1.2500	4	4	20	4	5
corona rhythm of the night	List of 1990s one-hit wonders in the United States	1.2500	4	NULL	12	NULL	NULL
corona rhythm of the night	Baby Baby (Corona song)	1.2500	4	9	21	10	11
corona rhythm of the night	All This Bad Blood	1.0000	4	NULL	NULL	24	20
corona rhythm of the night	Mickey Modelle	1.0000	4	NULL	NULL	NULL	22
corona rhythm of the night	I Don't Wanna Be a Star	1.0000	4	16	23	16	NULL
corona rhythm of the night	Of the Night (song)	1.0000	4	NULL	NULL	6	6
corona rhythm of the night	Try Me Out	1.0000	4	15	NULL	15	14
corona rhythm of the night	Rhythmic oldies	1.0000	4	NULL	7	NULL	NULL
corona rhythm of the night	List of performances on Top of the Pops	1.0000	4	NULL	16	NULL	NULL
corona rhythm of the night	Yasmin K.	1.0000	4	NULL	NULL	14	12
corona rhythm of the night	Bastille (band)	1.0000	4	NULL	NULL	19	24
corona rhythm of the night	Cream (nightclub)	0.7500	4	NULL	10	NULL	16
corona rhythm of the night	Micky Modelle	0.7500	4	NULL	4	NULL	NULL
corona rhythm of the night	Ann Lee (singer)	0.7500	4	23	NULL	NULL	NULL
corona rhythm of the night	The Summer is Magic	0.7500	4	NULL	NULL	21	18
corona rhythm of the night	Now That's What I Call Music! 29 (UK series)	0.7500	4	18	NULL	NULL	NULL
corona rhythm of the night	Rhythm Is a Dancer	0.7500	4	13	22	20	23
corona rhythm of the night	Corona (disambiguation)	0.7500	4	21	18	9	9
corona rhythm of the night	The Best of Cascada	0.7500	4	14	24	8	7
corona rhythm of the night	Of the Night	0.7500	4	8	NULL	NULL	NULL
corona rhythm of the night	MuchDance	0.7500	4	NULL	13	22	NULL
corona rhythm of the night	Clubland Classix 2 – The Album of Your Life Is Back	0.7500	4	NULL	9	NULL	NULL
corona rhythm of the night	My Life (Slaughterhouse song)	0.7500	4	20	NULL	NULL	NULL
corona rhythm of the night	Clubland (compilation series)	0.7500	4	NULL	14	NULL	NULL
corona rhythm of the night	The Summer Is Magic	0.5000	4	22	6	NULL	NULL
corona rhythm of the night	Playahitty	0.5000	4	12	11	23	17
corona rhythm of the night	Sandy Chambers	0.5000	4	NULL	NULL	12	8
corona rhythm of the night	Corona	0.2500	4	NULL	NULL	7	13
corona rhythm of the night	Rhythm Night Club fire	0.0000	4	NULL	NULL	NULL	21
corona rhythm of the night	'Twas the Night Before Christmas	0.0000	4	NULL	NULL	NULL	19
united broadband	United Internet	3.0000	1	NULL	NULL	NULL	2
united broadband	United Online	2.0000	1	7	NULL	11	23
united broadband	Internet service provider	1.0000	1	NULL	17	NULL	NULL
united broadband	Virgin Broadband (UK)	0.0000	1	NULL	NULL	17	NULL
united broadband	Satview Broadband	0.0000	1	14	18	NULL	NULL
united broadband	Broadband Commission for Digital Development	0.0000	1	22	NULL	NULL	NULL
united broadband	National Broadband Plan (United States)	0.0000	1	1	NULL	NULL	10
united broadband	List of broadband providers in the United Kingdom	0.0000	1	20	NULL	7	4
united broadband	Naked DSL	0.0000	1	NULL	NULL	18	16
united broadband	Broadband	0.0000	1	NULL	7	3	NULL
united broadband	Broadband Stakeholder Group	0.0000	1	NULL	24	NULL	NULL
united broadband	Network neutrality in the United States	0.0000	1	NULL	NULL	15	21
united broadband	Wireless broadband	0.0000	1	4	10	1	7
united broadband	AT&T Broadband	0.0000	1	NULL	20	NULL	NULL
united broadband	Fiber to the premises in the United States	0.0000	1	12	NULL	NULL	NULL
united broadband	Category:Internet service providers of the United States	0.0000	1	NULL	NULL	23	NULL
united broadband	Right to Internet access	0.0000	1	NULL	NULL	NULL	13
united broadband	List of countries by number of Internet users	0.0000	1	NULL	NULL	NULL	20
united broadband	National Wireless Initiative	0.0000	1	NULL	NULL	22	NULL
united broadband	Sky Broadband	0.0000	1	NULL	12	NULL	9
united broadband	Sky (United Kingdom)	0.0000	1	NULL	NULL	10	NULL
united broadband	Telewest	0.0000	1	15	NULL	12	14
united broadband	Internet in the United Kingdom	0.0000	1	NULL	NULL	4	3
united broadband	Broadband mapping in the United States	0.0000	1	3	NULL	2	1
united broadband	Internet	0.0000	1	NULL	NULL	NULL	17
united broadband	Be Unlimited	0.0000	1	NULL	NULL	NULL	12
united broadband	Baja Broadband	0.0000	1	17	14	NULL	NULL
united broadband	Anita Sarkeesian	0.0000	1	NULL	0	NULL	NULL
united broadband	Broadband open access	0.0000	1	24	NULL	NULL	NULL
united broadband	Origin Broadband	0.0000	1	NULL	9	NULL	NULL
united broadband	Wave Broadband	0.0000	1	NULL	22	NULL	NULL
united broadband	List of countries by Internet connection speeds	0.0000	1	19	NULL	6	18
united broadband	Berkman Center for Internet & Society	0.0000	1	NULL	2	NULL	NULL
united broadband	List of countries by number of broadband Internet users	0.0000	1	NULL	NULL	14	NULL
united broadband	Policies promoting wireless broadband in the United States	0.0000	1	5	NULL	NULL	NULL
united broadband	Intelligent Community Forum	0.0000	1	NULL	5	NULL	NULL
united broadband	Municipal broadband	0.0000	1	10	NULL	9	5
united broadband	List of countries by number of broadband Internet subscriptions	0.0000	1	NULL	21	NULL	8
united broadband	Net neutrality in the United States	0.0000	1	9	6	NULL	NULL
united broadband	Global Internet usage	0.0000	1	NULL	NULL	NULL	15
united broadband	List of broadband providers in the United States	0.0000	1	0	NULL	13	11
united broadband	Champion Broadband	0.0000	1	23	15	NULL	NULL
united broadband	BT Infinity	0.0000	1	NULL	NULL	21	NULL
united broadband	Mobile broadband	0.0000	1	NULL	NULL	16	NULL
united broadband	DOCSIS	0.0000	1	NULL	3	NULL	NULL
united broadband	UPC Broadband	0.0000	1	16	NULL	NULL	19
united broadband	Atlantic Broadband	0.0000	1	NULL	13	NULL	NULL
united broadband	Astound Broadband	0.0000	1	21	11	NULL	NULL
united broadband	Telecommunications in the United Kingdom	0.0000	1	NULL	NULL	19	NULL
united broadband	Internet in the United States	0.0000	1	2	NULL	0	0
united broadband	Rural Internet	0.0000	1	18	NULL	NULL	NULL
united broadband	Internet access	0.0000	1	11	16	5	6
united broadband	Comcast Internet	0.0000	1	NULL	NULL	NULL	22
united broadband	BT Broadband	0.0000	1	NULL	8	NULL	NULL
united broadband	Vodafone United Kingdom	0.0000	1	NULL	NULL	24	NULL
united broadband	Broadband universal service	0.0000	1	6	NULL	20	24
united broadband	AOL Broadband	0.0000	1	NULL	19	NULL	NULL
united broadband	Serbia Broadband	0.0000	1	8	23	NULL	NULL
united broadband	Smart Green Grid Initiative	0.0000	1	NULL	NULL	8	NULL
united broadband	National broadband plan	0.0000	1	13	4	NULL	NULL
united broadband	Anik (satellite)	NULL	1	NULL	1	NULL	NULL
latin dative	Dative case	3.0000	2	0	7	0	0
latin dative	Double dative	1.5000	2	4	10	12	6
latin dative	Latin declension	1.5000	2	1	12	1	1
latin dative	Latin grammar	1.5000	2	5	NULL	2	5
latin dative	Case (grammar)	1.0000	2	NULL	NULL	21	17
latin dative	Wiktionary:Appendix:Latin first declension	1.0000	2	10	NULL	NULL	NULL
latin dative	Wiktionary:Appendix:Latin fourth declension	1.0000	2	15	NULL	NULL	NULL
latin dative	Dative construction	1.0000	2	2	5	3	2
latin dative	Latin	1.0000	2	NULL	14	4	13
latin dative	Old Latin	1.0000	2	NULL	9	10	10
latin dative	Wiktionary:Appendix:Latin third declension	1.0000	2	8	NULL	NULL	NULL
latin dative	wiktionary:Appendix:Latin second declension	1.0000	2	7	NULL	NULL	NULL
latin dative	Benefactive case	0.5000	2	NULL	18	NULL	NULL
latin dative	Grammatical case	0.5000	2	11	11	NULL	NULL
latin dative	Vulgar Latin	0.5000	2	NULL	24	14	14
latin dative	Nominative case	0.5000	2	NULL	NULL	15	16
latin dative	Vocative case	0.5000	2	NULL	NULL	11	11
latin dative	Genitive case	0.5000	2	6	NULL	13	12
latin dative	Locative case	0.5000	2	9	15	5	9
latin dative	Czech declension	0.5000	2	NULL	16	NULL	NULL
latin dative	Oblique case	0.5000	2	20	8	NULL	NULL
